,ID,Video Title,Views,Likes,isClickbait,image_path,processed_title,title_vector
68,kgv9fMcjINc,I WAS POSSESSED (ACTUAL FOOTAGE),6163215,137208,yes,/content/thumbnails/kgv9fMcjINc___I WAS POSSESSED (ACTUAL FOOTAGE).jpg,"['i', 'wa', 'possess', '(', 'actual', 'footag', ')']","[-2.7996616e-03  4.4312477e-03 -1.9004381e-03  2.4307154e-03
  2.2721870e-03  9.5186488e-06 -9.3151868e-04  7.7144643e-03
 -1.0697979e-03  7.1158918e-04 -4.9517765e-03 -6.0300888e-03
 -1.6023216e-03  7.3313498e-04  4.2059572e-04 -1.3754852e-03
  3.5312341e-03  2.4448563e-03  5.4424990e-04 -2.8827214e-03
 -8.8013522e-04 -4.7540519e-04  2.2335940e-03 -4.9580447e-03
 -2.1903191e-03 -1.5309453e-04  4.7152356e-04  5.5957970e-04
 -2.7003344e-03  5.1008882e-03  7.6336213e-03 -2.7553437e-03
  1.9714667e-03 -4.6060970e-03 -4.1636513e-03  2.7240166e-03
  3.1300294e-04 -2.0787155e-03  6.7382585e-05 -2.4097306e-03
  2.5026768e-03  4.5809548e-04 -2.5769039e-03  5.3186282e-03
  4.3751844e-04 -1.2433268e-03  1.6820045e-03 -3.7506141e-03
  2.7588846e-03 -2.4983883e-03  1.6787152e-03 -2.5606528e-03
  7.8851677e-04  3.1043563e-04 -3.3344137e-03 -1.6309454e-05
  2.8337815e-03 -2.1590367e-03 -3.2398006e-04 -1.6951524e-03
 -7.3064148e-04  1.1862392e-03 -2.4898387e-03 -4.3000077e-04
 -5.0736675e-03  3.5434368e-03  3.7430853e-04  3.1743103e-03
 -2.2053756e-03  3.4012427e-03 -3.1738786e-03 -1.9488645e-03
  2.3270851e-04  4.4377819e-03  2.4018770e-04  4.0275225e-04
 -5.6728120e-05  9.9423982e-04 -2.1580816e-03  1.9513443e-04
 -4.1374802e-03 -3.4332555e-03 -2.0595049e-03  2.2023895e-03
  1.3269699e-03 -4.2965082e-03  2.8149213e-03  2.1472366e-03
  2.2908580e-03  9.0955774e-04  1.2295911e-03 -2.6139650e-03
  6.3017913e-04 -4.8049330e-03  3.6130233e-03  2.8717660e-03
  1.1171635e-03 -5.8018784e-03  1.8364905e-03 -1.4916016e-04]"
82,shmaAXmDEAw,Mysterious Cases Of Time Travel That Can't Be Explained,16452463,69490,yes,/content/thumbnails/shmaAXmDEAw___Mysterious Cases Of Time Travel That Can't Be Explained.jpg,"['mysteri', 'case', 'of', 'time', 'travel', 'that', 'ca', ""n't"", 'be', 'explain']","[ 3.28551425e-04 -3.86362604e-04  4.06177627e-04  4.86269780e-03
  5.44077158e-03 -2.62033427e-03  1.92146073e-03  4.90612071e-03
 -2.18444248e-03 -2.31520084e-04  8.46721523e-04  2.45321164e-04
 -3.16541269e-03  5.43815258e-04  4.64032451e-03 -2.64857052e-04
  2.00749375e-04  1.46098610e-03 -2.30737636e-03 -4.73070017e-04
 -7.52737746e-04  5.12339035e-03 -3.20010888e-03 -2.18668790e-03
 -2.31241153e-04 -3.20546771e-03 -2.44590966e-03 -2.99441395e-03
 -4.08747233e-03 -3.35484114e-03  7.86120712e-04  4.34977643e-04
  1.88800844e-03  2.02898023e-04  2.76281871e-03  4.20619501e-03
 -1.15044520e-03 -1.08209249e-04 -7.38476228e-04 -2.31357897e-03
  4.87642974e-04 -1.27052772e-03 -5.77297644e-04 -1.22024806e-03
 -1.28254551e-03  6.78285840e-04 -2.72922730e-03 -1.18174532e-03
  1.11593574e-03  3.42040928e-03  1.73210562e-03  1.14702375e-03
  8.64602625e-04  5.23144729e-04 -3.17356060e-03  2.30921106e-03
  4.51100059e-05 -1.13799353e-03 -1.52272114e-03  2.90060672e-03
 -7.12645124e-04  3.49419191e-03  2.01920164e-03 -2.29608314e-03
  2.27205464e-06 -2.16343557e-03 -9.94045055e-04  1.13919331e-03
 -3.64374486e-03  9.85976658e-04  2.05289712e-03  8.60011787e-04
  1.72049331e-03 -7.59250470e-05  3.39100929e-03  8.69914715e-04
  2.15329928e-03  8.12057842e-05 -2.78697652e-03 -2.60025589e-03
 -1.21350444e-04 -1.07427931e-03 -2.72385799e-03  1.53988402e-03
 -3.05164233e-03  3.13013047e-03 -1.01540424e-03  1.68665498e-03
  1.70442020e-03  2.96553946e-03 -1.70424208e-03  4.19750856e-03
 -1.31895568e-03  2.13876856e-03  3.07991286e-03  2.88990978e-03
  1.45426078e-03 -3.61878006e-03  2.67889234e-03 -1.26879825e-03]"
119,Da_DgFQImns,Minecraft but Creepers beat the game for me,3959587,96936,no,/content/thumbnails/Da_DgFQImns___Minecraft but Creepers beat the game for me.jpg,"['minecraft', 'creeper', 'beat', 'game']","[ 0.00116248 -0.00510708 -0.0009071  -0.00038483 -0.00121839 -0.00259929
 -0.00341158 -0.001048    0.00065123 -0.00278736  0.00017229  0.00394874
 -0.00548266  0.00056114  0.00171372  0.00030436  0.00463108 -0.0047461
  0.00274936 -0.00667076  0.00316853  0.00223085  0.00150383 -0.00471398
 -0.00271518  0.00218805 -0.00245866 -0.00086942 -0.00073096  0.00455387
  0.00708425 -0.00404011  0.00095203 -0.00247203 -0.00323134  0.00037975
 -0.00205396 -0.00355043 -0.00053996  0.00133619  0.00191687 -0.00207904
  0.00019734 -0.00393121  0.00271718 -0.0050351  -0.00120687  0.00039064
  0.00318545  0.00224015 -0.00035221 -0.00101926 -0.00049756  0.00127511
 -0.00119356 -0.0003672   0.00391334  0.00327581 -0.00138749 -0.00115211
 -0.00213313  0.00420156 -0.00140547  0.00230058  0.00202358  0.00269585
  0.00310006  0.00383808 -0.00466225  0.00370505 -0.00181808  0.00078509
  0.0025988  -0.0054531   0.00441802  0.00053923  0.00126768 -0.00036084
 -0.00482182 -0.00330584  0.0004947  -0.00602276 -0.0063239   0.00552506
  0.00358707 -0.00317054 -0.00190392  0.00354898 -0.00017801  0.00517531
  0.00112117  0.00248951 -0.00104649  0.00055938 -0.00155004  0.00273914
  0.00560817 -0.00260529  0.00758194 -0.0023541 ]"
184,hLD9-V59BLg,Falling Into The Genshin Impact Hole,1009232,134932,no,/content/thumbnails/hLD9-V59BLg___Falling Into The Genshin Impact Hole.jpg,"['fall', 'into', 'the', 'genshin', 'impact', 'hole']","[ 1.6264124e-03  1.7302753e-03 -7.6694874e-04  1.6596288e-03
 -4.5868894e-03 -3.1101506e-03  2.1199354e-03  4.2015981e-04
 -6.6052307e-03  2.6242409e-03  2.4966572e-03  1.2658128e-03
  5.2896276e-04  2.0343815e-03 -4.8004967e-04  3.4002664e-03
  2.9732280e-03  1.0483366e-03  1.2714800e-04 -1.2356462e-03
 -1.8107720e-03  3.3823550e-03  4.5787897e-03 -1.2197765e-05
 -4.1390928e-03  2.1274604e-03 -7.4953497e-03 -5.6402353e-03
  2.8498555e-04 -2.0721138e-03  3.6844627e-03  1.5390478e-04
 -3.8110220e-03 -8.3564199e-04 -1.6973029e-03  4.3193684e-03
 -1.4251163e-03  2.8065394e-04 -7.0241410e-03 -5.1249252e-03
  2.8493069e-04  5.9037592e-04  8.6642778e-04  4.2419313e-03
  1.7179693e-03 -1.9189878e-05 -3.2641119e-04 -3.1137569e-03
 -1.2186153e-03 -2.7344881e-03 -1.3196324e-03 -4.0276833e-03
 -3.0331912e-03  1.0389013e-03 -1.0690478e-03 -2.9109107e-05
 -8.7693165e-04 -1.6922358e-03  7.5601893e-05 -4.0296584e-04
  6.3929445e-04  6.1012863e-04 -4.0692891e-04  9.3684945e-04
 -2.5696422e-03  4.9050539e-03  2.3049451e-03  2.8011135e-03
 -2.9803959e-03  1.0634024e-03 -1.2772633e-03  5.4130461e-03
  2.9235817e-03 -5.9532311e-05 -4.4893124e-04  8.5842633e-04
  4.0634288e-04  2.0067033e-03 -1.5480636e-03  6.5234411e-03
  1.6800062e-03 -3.8459315e-05 -2.7278841e-03  4.4158772e-03
  2.2340927e-03 -1.3459973e-03  2.2467703e-03  8.9904410e-04
  2.2021106e-03  2.1360766e-03  1.7386813e-03 -1.5373593e-03
  4.4363826e-03  2.0427734e-03  2.8017737e-04  4.6374220e-03
  3.1346502e-03 -6.1795884e-03 -2.9395299e-03  1.0914380e-03]"
24,DPCeF7ifQJU,my girlfriend forgot to end her stream..,29131,1210,yes,/content/thumbnails/DPCeF7ifQJU___my girlfriend forgot to end her stream...jpg,"['girlfriend', 'forgot', 'end', 'stream', '..']","[-2.8379429e-03 -1.1056608e-03  2.6142790e-03  8.0485269e-04
  6.5665245e-03 -1.4110748e-03  1.9999188e-03 -1.9058905e-03
  1.6812925e-04 -1.4816476e-04 -2.1022311e-03 -1.8610772e-03
  1.9558631e-03 -6.4258685e-04  1.3447914e-03 -2.0635880e-03
 -5.4972069e-03  8.4242318e-04  2.1910178e-03 -2.9686878e-03
  2.9207964e-03  1.5320281e-03  4.6931161e-04 -3.5763744e-03
 -2.3685927e-03  1.7451206e-03 -1.4545650e-03 -2.5763183e-03
  4.9427181e-04 -1.0052503e-03  2.8237740e-03 -5.0724372e-03
  3.0299425e-03  1.2373135e-03  2.5484483e-03  9.8524650e-04
 -1.8837933e-03  8.8942284e-04 -3.2501468e-03 -2.7746947e-03
 -3.1953875e-03 -8.9428772e-04 -1.8346790e-03 -2.1947401e-03
  4.6245051e-03 -1.2498318e-03 -1.6772447e-03  1.0826908e-03
  2.7620480e-03 -2.7285253e-03  4.4353618e-04 -1.9811962e-03
 -4.1734367e-03 -3.3710271e-03  2.5423532e-03  1.4317085e-04
  6.2925839e-03  3.1735867e-04  2.6325386e-03  6.8438145e-05
 -1.9875653e-04 -6.0967566e-04  7.5909274e-04  1.5835162e-03
 -4.2667822e-03 -1.4011163e-03 -1.6887294e-03  2.9995644e-03
  9.7752549e-05  4.4991140e-04 -5.3221644e-03  1.2850740e-03
  2.4610138e-03  7.3969056e-04 -1.6236762e-03 -3.0831520e-03
 -2.8102021e-03  1.7886866e-03 -7.9818014e-03  6.9351343e-04
 -1.7554112e-03 -1.8156923e-03 -2.6516262e-03  3.0166630e-03
  7.5489288e-04  2.7147296e-03 -3.1695571e-03  1.0347220e-03
 -8.7424833e-04 -2.0142111e-03 -1.8160937e-03  3.5212480e-03
  1.5505545e-03  1.5851518e-03  4.1604363e-03 -5.6976324e-04
 -2.2156388e-03  2.9490492e-03  7.9381571e-04  7.5814629e-04]"
132,w5gHvonef7U,200 Days - [Minecraft with Tors],2713610,172354,no,/content/thumbnails/w5gHvonef7U___200 Days - [Minecraft with Tors].jpg,"['200', 'day', '-', '[', 'minecraft', 'tor', ']']","[-4.09325911e-03  1.79966853e-03 -1.08408777e-03 -1.77039648e-03
 -3.41100944e-03 -4.84369835e-03  9.20344784e-04  6.20635320e-03
  1.41070248e-03  1.16009288e-03 -4.52824961e-03 -1.04956573e-03
  5.61291934e-04  9.52555449e-04 -4.96906985e-04 -3.15995840e-03
  6.53718889e-04 -2.39099539e-03 -1.35711001e-04 -1.77669711e-03
  2.58065737e-03  9.24093241e-04  3.15143913e-03 -7.08758598e-03
 -3.81551334e-03  9.15883516e-04 -2.27974425e-03 -2.90806964e-03
  3.19601293e-03 -2.90660799e-04  2.86053540e-03 -2.67768838e-03
 -1.63457973e-03  1.00504876e-04 -1.04519539e-04  1.44540903e-03
 -1.05276436e-03 -4.25436674e-03 -2.23834184e-03 -2.58007296e-03
  3.82154738e-03 -3.26407398e-03  4.01791796e-04 -4.23021894e-03
  1.74442038e-03 -3.55736702e-03 -4.05388091e-05 -6.68324588e-04
 -1.27363787e-03 -1.15085416e-03  4.45753656e-04 -5.30758407e-04
  8.45350674e-04  1.76002644e-03 -2.03990843e-03  1.03964529e-03
  5.59873087e-03  6.36428071e-04 -1.06673897e-03  9.08427464e-04
  3.47694592e-03 -7.16272843e-05  1.42474961e-03 -2.21513561e-03
  1.33421295e-03  9.51031048e-04  3.27520596e-04  7.19344593e-04
 -4.08941181e-03 -1.27806066e-04  1.88679562e-03 -8.84420413e-04
  3.15025286e-03  2.16016732e-03  2.21914705e-03  2.12027738e-03
  9.75600968e-04 -5.87008486e-04  6.23286352e-04  1.71808084e-03
 -1.82254915e-03 -3.49509204e-03 -3.94735439e-03 -1.10536930e-03
  2.49203457e-03 -3.98114091e-03 -1.00602827e-03  4.07678634e-03
  1.20581582e-03  9.96495248e-04  5.42491209e-03 -3.85559374e-03
 -1.86260484e-04 -3.57060018e-03  9.42865678e-04  2.66178325e-03
  4.15844610e-03 -3.08551244e-03  9.38760699e-04 -6.62942883e-04]"
95,NkE0AMGzpJY,"Last To Leave $800,000 Island Keeps It",102918727,3438692,yes,"/content/thumbnails/NkE0AMGzpJY___Last To Leave $800,000 Island Keeps It.jpg","['last', 'to', 'leav', '$', '800,000', 'island', 'keep', 'it']","[ 8.4386196e-04 -1.7614423e-03  1.0682445e-05  5.9256918e-04
  5.5893190e-04 -3.7019032e-03 -2.4949335e-03  4.7950754e-03
 -1.3334632e-03  7.4961514e-04 -1.5242491e-04 -2.8855805e-03
  4.0448406e-03  1.4309738e-03  9.1800030e-04  1.3039385e-03
  1.6045419e-03 -2.5191838e-03 -4.8315787e-04 -5.6686793e-03
  3.4111398e-03 -2.1844481e-03  1.8950088e-03 -2.0151893e-03
 -3.3729889e-03 -1.6434729e-04 -1.1462625e-03 -2.1176622e-03
  1.0047730e-03  3.0305050e-04  1.5469724e-03  3.7837581e-04
  2.8838406e-03 -2.5539855e-03  8.3612598e-04  3.0330303e-03
 -5.4130715e-04 -1.9283927e-03  8.7653921e-04 -3.9533731e-03
 -1.6292307e-03  2.5658880e-04  2.0975637e-04  4.5153662e-05
  2.3276862e-03 -2.5311671e-03 -2.3568391e-03 -1.0412454e-03
 -1.5901695e-03 -7.7086908e-04 -8.9984556e-04 -2.3522507e-03
 -2.2643772e-03  1.0054511e-03  2.2070515e-03  1.2944425e-03
 -1.8443819e-04 -3.0177028e-03 -2.9001881e-03  5.0606662e-03
 -1.2096708e-03 -2.5961043e-03  2.0910676e-03 -1.2608354e-03
 -1.0704983e-03  1.6808165e-03 -5.5894034e-04  2.8414233e-03
 -3.1461245e-03  4.3559301e-04 -2.2157663e-03  9.7246846e-04
  1.6056166e-03 -1.6482515e-03 -2.1953374e-04  4.5351717e-03
  5.3377124e-04 -4.8144429e-05 -1.3063713e-03  1.8863827e-03
 -7.8486663e-04  2.7224263e-03 -5.6060017e-03  3.5694407e-03
 -4.6110353e-03  1.1656199e-03 -3.0372670e-04  3.0786209e-03
  6.3646457e-04 -1.0269471e-03  2.0586969e-03  1.3408490e-04
 -2.1515181e-03 -9.5767976e-04 -1.0683909e-03  4.0300735e-04
  4.5725986e-04 -1.6336059e-03  3.4689428e-03  7.7824458e-04]"
56,DluffFWv740,SHARK ATTACK PRANK (WIFE FREAKOUT),16374862,403932,yes,/content/thumbnails/DluffFWv740___SHARK ATTACK PRANK (WIFE FREAKOUT).jpg,"['shark', 'attack', 'prank', '(', 'wife', 'freakout', ')']","[-2.2453472e-03  1.4817921e-04 -3.8000883e-03  2.9374163e-03
  2.8165623e-03  5.5795751e-04  1.4977548e-03 -6.5059132e-05
 -5.1283478e-03  1.5354481e-03  1.2489118e-03 -4.9682138e-03
  2.2569585e-03  1.6273087e-03  1.9599295e-03 -1.5787052e-03
  2.5831722e-04  4.0280600e-03 -2.5220604e-03  1.0436790e-03
  2.3278776e-03 -9.1032498e-04  2.6170020e-03 -1.4045974e-03
  2.3113906e-03  1.4921391e-03  1.6950121e-03 -2.7227961e-03
 -8.2586886e-04  3.8121236e-03  1.1119155e-03 -3.9351219e-03
  1.3363666e-03 -4.3973261e-03 -7.7797193e-04  1.0218321e-03
  2.4213735e-03  1.4474195e-03 -9.1852591e-04 -4.4935537e-03
 -1.4032113e-03 -2.4226930e-03  1.5858233e-03 -2.9370844e-04
 -1.2572503e-03  5.5932684e-04  7.2573795e-04  1.5858365e-03
  1.8796010e-03 -1.2885242e-03  3.6371764e-04 -3.2311399e-03
  2.2184565e-03 -1.6745206e-03 -1.9381978e-03 -1.0125488e-03
  2.6611628e-03  1.9930752e-03 -1.8473163e-04 -4.7928613e-04
 -4.9291691e-04 -7.5836066e-04  1.6351050e-03 -1.8836631e-04
 -1.9512706e-03  2.1408875e-03  5.8490187e-03 -4.4158305e-04
 -3.9068107e-03  5.2553997e-03  3.6719321e-05 -1.4356739e-03
  2.4749066e-03  5.3697068e-04 -1.9028190e-03  1.7260584e-03
  4.0112576e-03  1.1978495e-03  1.3943730e-03 -3.2805745e-04
 -5.6921982e-04 -6.6337723e-04 -7.7551242e-04 -2.3180952e-03
 -5.7637233e-05 -3.3057358e-03  1.4525573e-04 -1.1781099e-03
  5.8904639e-03 -1.8963787e-03  2.5774611e-03  2.4628458e-03
  1.8201659e-04  6.3312845e-04  4.2419159e-03  2.7991829e-03
  3.6263557e-03 -1.6480397e-03  1.5569694e-03  2.3004749e-04]"
19,3dvRmfYzs6g,I Got My Girlfriend Pregnant?,486012,30544,yes,/content/thumbnails/3dvRmfYzs6g___I Got My Girlfriend Pregnant?.jpg,"['i', 'got', 'my', 'girlfriend', 'pregnant', '?']","[ 3.73843405e-03 -1.77654997e-03 -3.47309560e-03 -1.41420926e-03
  3.76158278e-03 -2.46114703e-03  4.18841839e-03  4.17816080e-03
 -2.62665935e-03  3.80636804e-04 -2.01582746e-03 -1.52980629e-03
 -2.96935509e-03  3.52265633e-04  1.41822360e-03 -6.31279021e-04
  3.19273095e-04  8.00158363e-04  3.15728900e-03 -4.42822371e-03
  3.50808352e-03 -2.07793713e-03 -1.30278373e-03 -7.15485876e-05
 -4.61781165e-03  2.88189948e-03 -2.41932855e-03 -2.60364584e-04
  9.77153541e-04  1.96631416e-03  6.24141097e-03  2.49775912e-04
  7.22550147e-04 -3.67185730e-03  4.52980632e-03  6.38341124e-04
 -2.13929475e-03 -7.30328553e-04 -3.84977204e-04 -4.94204508e-03
  1.79681322e-03 -5.77276247e-03 -1.53973082e-03  2.32484448e-03
  1.31692085e-03  5.08718484e-04 -5.18316543e-03  2.06886369e-04
  4.65181656e-03 -5.40534966e-03  2.49711308e-03 -2.14039139e-03
  5.13859047e-03 -1.82816992e-03 -5.34619961e-04  2.77997926e-04
  2.19296009e-04 -1.75224792e-03 -1.15712138e-03 -1.70861695e-05
 -9.49189358e-04  1.89061777e-03 -1.39459223e-03  1.05625484e-03
 -2.80852802e-03  4.78252256e-03  2.41265702e-03  1.11260521e-03
 -3.90405674e-03 -7.52236752e-04 -4.29388881e-03 -1.67840591e-03
  7.07851024e-04 -6.32433803e-04  1.92884856e-03  1.29046093e-03
  8.64216767e-04  5.08790882e-03 -1.64440181e-03  1.03301987e-04
 -5.64222550e-03 -2.93198065e-03 -5.00256028e-05  3.30048730e-03
 -2.50456971e-03 -1.96524779e-03  6.34800468e-04  4.70232079e-03
 -9.50056536e-04 -2.76398286e-03  1.49990246e-03  8.11361882e-04
  1.37951656e-03  1.05894964e-04  2.89150444e-03 -1.61566644e-03
  1.30562636e-03 -4.43075085e-03  2.18658033e-03  2.37970916e-03]"
122,vX9msKu75qs,Drake ft. Future and Young Thug - Way 2 Sexy (Official Video),13630604,503416,no,/content/thumbnails/vX9msKu75qs___Drake ft. Future and Young Thug - Way 2 Sexy (Official Video).jpg,"['drake', 'ft.', 'futur', 'young', 'thug', '-', 'way', '2', 'sexi', '(', 'offici', 'video', ')']","[-1.5078781e-03  2.0466573e-03  7.5399305e-04  2.4997594e-04
  4.1346294e-03 -1.9515780e-03  8.6643425e-04  4.0108170e-03
 -1.6741055e-03  1.9533871e-04 -5.7186643e-03 -3.7762723e-03
 -3.9778794e-03 -2.2901631e-04 -6.1563646e-06 -9.8443874e-05
  2.8144282e-03 -1.8520889e-04 -1.4256494e-03 -3.1829413e-03
 -1.9079590e-03  1.7939322e-03  3.5450992e-03 -2.8096824e-03
 -2.4468664e-04  6.4364320e-04 -9.0648804e-04 -1.1285312e-03
 -1.0753011e-03  5.0244865e-04  2.7923249e-03 -5.2026066e-04
  1.0225155e-03 -2.0394749e-03 -1.7467084e-03  2.3747773e-03
  4.3929493e-04 -1.6161692e-04 -3.1531726e-03 -3.8952625e-03
  8.5037330e-04 -1.3583933e-03 -3.0337521e-03  5.6172448e-04
 -1.9333439e-03 -1.4304308e-03 -1.3223185e-03 -1.0027521e-03
  2.3399749e-04  1.8885660e-03  1.1969275e-03 -4.4276556e-03
  3.1193125e-04 -1.9146823e-03 -1.3259557e-03  2.9098539e-04
  2.1741269e-03  4.2535894e-04 -2.5773416e-03  3.2856033e-04
  7.1294815e-04 -2.1191405e-03 -3.7336818e-04 -2.2905385e-03
 -2.1953743e-03  3.8458447e-03  1.2270071e-03  2.5907862e-03
 -2.9883853e-03  1.1647549e-03 -1.9844931e-03  2.6419202e-03
  4.8028911e-03  4.8325304e-04  2.7694504e-03  4.4201303e-04
  2.4846406e-03  2.1782044e-04 -2.7466232e-03  4.6802303e-03
 -4.3845586e-03 -4.9624231e-04 -1.8660146e-03  7.4394635e-04
 -1.4790416e-03 -1.4344259e-03  9.4048830e-04  3.0962904e-03
  2.2690806e-03 -1.0949317e-03  2.2168579e-03  1.4503140e-03
  2.4825744e-03 -7.5987348e-04  3.4496908e-03  2.3851064e-03
  1.9161403e-03 -1.8259880e-04  5.3990847e-05 -4.5603688e-04]"
76,V2jAwPkzzsw,Funniest Twitch LIVE STREAM Fails Ever !,17677110,385722,yes,/content/thumbnails/V2jAwPkzzsw___Funniest Twitch LIVE STREAM Fails Ever !.jpg,"['funniest', 'twitch', 'live', 'stream', 'fail', 'ever', '!']","[-2.3550468e-03 -9.2943915e-04 -5.0321320e-04 -2.4284769e-04
  2.1791903e-03 -4.1240966e-03  1.2136336e-03 -4.1435924e-04
  4.4479847e-04 -2.8314511e-03  3.6160061e-05 -2.4409003e-03
 -9.5804181e-04  1.1461785e-03 -2.7222375e-03 -1.1045315e-03
 -2.7469376e-03 -7.9546421e-04  3.8174406e-04 -3.1095254e-03
  1.2860568e-03  6.6221639e-04  3.3071416e-03 -2.9316181e-04
  1.8363659e-03 -5.4780662e-04 -3.6792830e-03  2.4111083e-04
  8.0076128e-04 -2.4540711e-03  1.1337723e-03  3.6469169e-03
 -3.1609447e-03  2.0885051e-03  7.7857956e-04 -4.3305548e-04
 -1.4506355e-03  2.0659708e-03 -3.0122155e-03 -3.2865687e-03
 -1.2606776e-03  1.4472835e-03 -1.4009943e-03 -2.8205570e-03
  1.1573184e-03 -1.9454474e-03 -2.8782119e-03 -1.2102766e-03
  1.6805109e-03 -2.6015474e-03  6.6175655e-04 -9.7987277e-04
 -4.0532820e-04 -1.9049138e-03  2.6958114e-03 -2.8906806e-04
  4.6786433e-03  1.9642322e-03 -1.7079966e-03  1.7369429e-03
  3.5789150e-03 -1.4492095e-03 -1.0706165e-04 -4.6599231e-04
 -4.3544188e-04 -1.7456564e-03 -1.7449196e-03  1.9652431e-03
 -2.3705079e-03  8.3233230e-04 -2.9553665e-04  3.0809236e-04
  5.7161687e-04  3.3071265e-04  1.8619091e-03  2.4548580e-04
  1.2805272e-03  2.0791148e-04 -1.4917858e-04  1.6446753e-03
  2.8916958e-04  1.1747514e-03  9.9322665e-04 -5.2215491e-04
 -1.8214161e-03 -1.3604200e-03  1.0042709e-03  1.1932424e-03
  2.6183410e-03  2.8338330e-04 -9.5673709e-04  8.6600520e-04
 -2.4789461e-04  9.0675853e-04  1.0824194e-03  4.5210845e-03
 -4.8856442e-03 -1.1050364e-03  1.7128343e-03  4.6207230e-03]"
5,Y_PQrPRolvM,Real Giants Caught On Camera!,518170,4033,yes,/content/thumbnails/Y_PQrPRolvM___Real Giants Caught On Camera!.jpg,"['real', 'giant', 'caught', 'on', 'camera', '!']","[ 1.4243239e-03  8.6475053e-04  2.8413087e-03  3.3171831e-03
  8.8311738e-04 -3.1631284e-03  5.2281432e-03  3.5514744e-04
 -1.3100739e-03 -1.6796337e-03  1.2913719e-03 -3.3149270e-03
  4.3038828e-03  2.7682437e-03  8.0731866e-04 -3.4460777e-03
  2.3799674e-03 -5.2482792e-04 -1.6856833e-03 -2.0404274e-03
  2.5941662e-03  3.0502353e-03  6.9477013e-04  1.0430644e-03
  1.0942323e-03 -2.7019766e-03 -1.7458121e-03 -2.4084856e-03
 -5.4881192e-04  2.6651740e-03  5.2582863e-04  1.4486966e-04
  9.1883400e-04 -5.4365485e-03 -4.2735846e-03  5.7955808e-03
  2.2291024e-03 -1.2159579e-03 -9.8809006e-04 -8.5487990e-03
 -1.7249106e-03  3.0596717e-04 -1.0768732e-03  8.0237165e-05
  1.4173728e-03  4.8031332e-04 -7.7942056e-03  2.0490342e-03
  4.9186917e-03 -1.4700759e-03 -1.3643276e-03 -1.0183420e-03
 -9.7908673e-04 -2.3482321e-03 -2.3586405e-03  1.4628605e-04
  1.9758877e-04 -2.0285163e-03 -1.3937941e-03  4.9706232e-03
  6.6314678e-04  8.5701078e-07 -1.1690279e-03 -4.6451134e-03
 -1.5668496e-03  8.7692961e-04 -1.5224320e-03  2.7260957e-03
 -4.5935176e-03  1.3809841e-03 -1.9452050e-03  6.4149522e-03
  1.1578813e-03 -2.7467348e-03  1.2956334e-03  1.5971455e-03
  8.4675453e-04 -2.6429747e-04 -2.1570688e-03 -1.7592976e-03
  5.4507278e-04 -3.0951721e-03 -1.9380270e-03  1.8952506e-03
 -3.3034300e-04 -1.1167120e-03  1.0401990e-03 -6.2561204e-04
  5.6162979e-03  3.1345244e-03  3.5269549e-03  3.5867246e-03
 -4.0904609e-03 -1.7650623e-04  3.8047004e-03 -9.7232405e-04
 -1.2495639e-03 -1.3997429e-03  2.7954808e-04 -4.3026163e-04]"
